Run_ID,Avg_temp,Avg_pH,Min_DO %,Inoculum size (mL),Max_RPM,Total feed of Lactose (mL),Total culture duration (days),Contamination (Y/N),Total media volume (mL),Max FPU/ml,Notes
TRICH_771,26.285,5.438,22.285,78.453,290.305,460.197,6.245,N,4052.47,1.248,Low yeild
TRICH_772,31.015,5.999,62.336,89.383,203.881,550.583,6.736,Y,4293.426,0.39,Medium yeild
TRICH_773,27.991,6.04,33.718,97.387,284.381,41.834,4.944,Y,3983.195,0.208,High Yeild
TRICH_774,30.832,4.3,3.699,68.917,244.641,1768.348,5.104,Y,4241.338,1.45,Low yeild
TRICH_775,24.537,4.325,-3.446,68.715,225.616,881.452,4.096,Y,4707.498,1.184,Medium Yeild
TRICH_776,26.954,5.274,50.727,102.882,248.27,943.506,5.287,N,5363.17,2.95,Low yeild
TRICH_777,26.272,6.353,15.678,103.629,248.418,1635.088,5.215,Y,3822.789,7.563,Medium Yeild
TRICH_778,24.351,5.299,-2.212,94.565,242.728,1332.071,5.634,Y,4233.635,2.912,Low yeild
TRICH_779,29.819,3.136,-15.527,103.171,254.725,1485.569,6.158,N,3552.384,4.107,Medium Yeild
TRICH_780,29.632,5.213,59.079,71.944,192.357,1360.386,3.755,Y,3590.533,3.011,Medium Yeild
TRICH_781,25.35,5.011,39.732,68.699,262.082,2816.013,6.197,N,3437.45,5.043,Low yeild
TRICH_782,27.399,4.473,38.407,98.584,250.513,477.033,5.452,N,3438.77,-2.763,Low yeild
TRICH_783,30.223,3.888,-0.569,104.439,249.462,1413.942,3.64,N,3155.392,2.637,Medium Yeild
TRICH_784,26.935,4.98,13.2,105.202,254.81,1131.603,5.039,Y,3060.981,-2.166,Low yeild
TRICH_785,29.972,5.592,1.957,67.1,278.696,820.78,5.593,Y,3983.387,3.744,Low yeild
TRICH_786,28.131,6.531,24.822,129.423,269.548,767.545,5.164,Y,4320.69,6.895,Medium Yeild
TRICH_787,27.595,5.359,6.438,119.13,291.714,796.387,5.759,Y,3932.388,-1.135,Low yeild
TRICH_788,22.635,4.214,19.478,96.254,230.281,1366.992,4.042,N,4195.311,4.921,High Yeild
TRICH_789,31.394,4.845,4.197,104.556,265.387,-475.612,5.949,Y,3978.087,-1.276,Medium Yeild
TRICH_790,25.348,4.282,48.334,86.532,242.56,1341.02,6.474,Y,4418.008,1.312,Low yeild
TRICH_791,24.815,4.501,17.669,78.819,233.377,285.069,5.187,Y,3498.666,4.797,Low yeild
TRICH_792,28.165,4.584,7.781,112.829,281.395,1707.797,5.323,Y,4572.485,2.882,Medium Yeild
TRICH_793,27.643,4.475,17.398,100.487,255.325,1707.351,5.267,N,4258.282,5.876,Low yeild
TRICH_794,27.599,5.892,17.964,61.451,253.157,13.704,6.059,Y,4619.291,-1.527,Medium Yeild
TRICH_795,27.731,4.94,48.592,77.777,262.899,965.143,5.586,Y,4425.312,4.378,Medium Yeild
TRICH_796,26.505,4.704,23.293,81.363,244.095,1851.213,6.445,N,5155.122,1.576,Medium Yeild
TRICH_797,25.241,4.817,38.302,71.301,248.112,1894.22,5.871,Y,4036.273,2.829,Low yeild
TRICH_798,27.951,5.765,37.199,48.744,233.71,301.476,6.046,N,4005.921,4.073,Low yeild
TRICH_799,28.873,4.847,16.577,89.746,254.611,1800.704,4.855,Y,4010.986,3.184,Medium Yeild
TRICH_800,27.718,4.902,23.104,95.647,259.756,2116.627,5.614,N,4756.588,6.06,Medium Yeild
TRICH_801,30.711,4.947,30.706,62.521,264.02,699.945,6.424,N,4246.518,1.791,Low yeild
TRICH_802,27.251,4.478,24.173,80.046,265.148,624.905,6.485,N,3980.954,3.687,Low yeild
TRICH_803,24.526,5.109,24.399,149.907,262.676,1028.86,5.7,N,4168.561,3.949,High Yeild
TRICH_804,25.511,4.891,-22.104,103.264,212.754,1111.828,6.446,N,3445.312,3.516,Low yeild
TRICH_805,25.055,4.777,28.011,59.113,269.829,1448.576,6.481,N,4378.771,-1.44,Medium Yeild
TRICH_806,27.836,4.188,-3.932,85.965,283.088,656.343,4.579,N,5197.96,1.078,Medium Yeild
TRICH_807,24.631,4.854,47.733,61.341,265.172,979.705,5.382,N,3493.494,2.562,Medium Yeild
TRICH_808,26.466,4.219,17.245,101.378,239.053,633.21,5.657,N,2811.597,-2.579,Medium Yeild
TRICH_809,25.198,4.259,29.012,85.732,257.94,221.635,4.456,Y,3378.921,5.368,Medium yeild
TRICH_810,27.408,5.326,0.79,86.83,209.902,211.457,5.474,Y,4392.761,0.408,High Yeild
TRICH_811,22.275,4.368,41.626,56.868,260.863,1426.944,4.147,Y,4985.175,3.308,Low yeild
TRICH_812,28.12,4.031,-36.188,120.929,263.321,1307.023,5.675,N,4980.115,0.668,Low yeild
TRICH_813,29.326,6.943,47.372,86.279,258.212,1750.983,5.513,N,4029.652,1.491,High Yeild
TRICH_814,28.329,4.927,41.116,95.698,274.935,-158.562,4.993,Y,4009.392,3.236,Medium Yeild
TRICH_815,26.896,5.985,3.179,74.473,243.237,1046.658,5.637,N,3783.907,1.696,Medium Yeild
TRICH_816,28.252,4.727,27.927,127.577,253.435,1032.761,4.91,Y,5229.42,2.103,Low yeild
TRICH_817,26.736,4.569,23.69,78.27,273.382,1507.055,6.019,N,3945.093,3.834,Low yeild
TRICH_818,26.916,4.826,24.079,93.076,209.717,904.067,6.31,N,3358.979,2.4,Low yeild
TRICH_819,27.825,4.232,13.164,104.172,242.011,1441.989,5.862,N,4372.744,0.058,Medium Yeild
TRICH_820,28.543,5.896,11.237,96.582,277.676,1433.777,5.665,Y,5287.381,4.217,Medium Yeild
TRICH_821,25.395,4.497,18.162,113.421,230.489,1765.021,5.169,N,3506.397,4.852,Low yeild
TRICH_822,30.164,3.744,37.192,92.464,251.377,985.974,5.532,N,4619.293,3.948,Low yeild
TRICH_823,28.587,5.466,50.184,73.33,248.232,908.162,6.022,N,4732.577,-0.004,Medium Yeild
TRICH_824,24.219,4.942,41.198,84.946,250.827,1283.696,6.427,Y,3825.349,3.087,Low yeild
TRICH_825,22.867,5.165,2.472,117.813,266.549,1367.582,4.884,Y,4038.309,-1.937,Medium Yeild
TRICH_826,27.348,5.605,18.615,145.492,260.98,665.237,4.477,N,4282.732,0.854,Low yeild
TRICH_827,25.731,4.614,34.062,71.498,257.266,-8.084,5.748,N,4535.241,0.916,Low yeild
TRICH_828,29.816,4.105,37.566,87.244,242.476,1936.432,5.551,Y,3154.244,5.331,Low yeild
TRICH_829,25.048,6.442,36.924,42.685,259.127,1746.717,5.808,N,4970.975,6.979,Low yeild
TRICH_830,29.139,4.374,-23.435,78.581,240.264,749.869,6.042,N,4541.345,1.895,High Yeild
TRICH_831,27.276,5.16,24.296,67.983,276.926,559.858,7.643,N,4815.763,3.582,Medium Yeild
TRICH_832,29.003,5.187,6.708,90.893,229.872,1446.36,6.738,N,4828.189,2.475,Low yeild
TRICH_833,25.929,4.065,-0.907,60.614,276.245,1048.951,4.803,N,3654.907,6.54,Low yeild
TRICH_834,29.13,5.247,10.327,82.703,258.215,341.374,5.27,N,3688.669,3.973,Medium Yeild
TRICH_835,23.307,4.953,38.057,89.618,266.662,1245.829,4.862,Y,4113.688,4.559,Low yeild
TRICH_836,29.189,5.816,30.564,90.804,286.682,1692.751,4.706,N,4178.683,2.443,Low yeild
TRICH_837,26.428,4.3,19.219,69.043,251.002,1241.364,5.457,Y,4872.207,2.618,Low yeild
TRICH_838,26.716,6.027,-0.442,69.881,270.814,1511.67,5.173,N,4441.287,2.556,Low yeild
TRICH_839,31.085,5.124,30.373,85.955,303.031,357.098,5.139,N,4334.638,0.379,Medium Yeild
TRICH_840,26.48,4.368,23.422,121.212,232.164,1228.415,5.918,Y,3906.339,1.464,Low yeild
TRICH_841,26.168,5.867,12.364,84.576,239.432,1443.59,5.141,N,4576.682,3.638,High Yeild
TRICH_842,31.045,5.414,16.944,87.08,282.097,1317.094,4.784,N,4422.079,1.944,Medium Yeild
TRICH_843,27.3,5.019,-2.826,104.277,232.565,585.732,7.193,N,4440.06,1.754,Medium Yeild
TRICH_844,28.228,3.949,-12.626,75.906,267.16,1269.01,5.113,N,4406.398,2.822,Low yeild
TRICH_845,28.381,5.271,-1.691,101.239,256.717,587.035,5.275,Y,3817.937,4.497,Low yeild
TRICH_846,28.441,6.2,5.727,79.277,240.596,1177.23,5.593,Y,4436.246,1.276,Medium Yeild
TRICH_847,24.511,6.799,34.107,104.007,264.601,924.23,6.214,Y,3337.845,3.341,Medium Yeild
TRICH_848,30.311,4.85,5.093,75.933,279.877,1182.433,6.251,N,4119.128,5.763,Medium yeild
TRICH_849,25.575,4.57,16.866,45.863,244.616,1303.638,4.965,N,3329.729,2.635,Low yeild
TRICH_850,27.397,4.995,24.576,87.961,196.088,2526.646,7.242,Y,4605.143,6.161,Medium Yeild
TRICH_851,30.221,5.894,35.98,106.158,272.868,433.986,5.248,Y,3669.784,4.269,High Yeild
TRICH_852,29.747,4.838,12.606,81.355,220.894,1404.649,4.74,N,4620.117,3.166,Low yeild
TRICH_853,29.598,4.025,38.291,57.357,248.537,1239.839,5.248,Y,4287.949,4.258,High Yeild
TRICH_854,27.677,5.034,54.227,91.886,288.353,2095.024,5.119,Y,4459.671,2.11,Low yeild
TRICH_855,26.618,4.675,24.291,57.321,231.198,998.809,5.726,N,3819.77,1.197,Medium Yeild
TRICH_856,25.451,4.657,23.477,52.667,259.027,1456.614,5.37,Y,4561.524,1.357,Medium Yeild
TRICH_857,26.073,4.849,-3.966,88.452,220.857,932.378,5.041,N,4306.915,4.623,Low yeild
TRICH_858,28.343,5.269,2.686,89.093,253.786,1570.748,6.607,N,3096.162,-2.148,Medium Yeild
TRICH_859,29.415,5.506,-9.456,109.257,243.249,622.713,4.229,Y,3492.214,6.054,Low yeild
TRICH_860,26.851,4.588,25.086,103.311,306.18,987.558,5.485,N,4008.15,5.518,Medium Yeild
TRICH_861,27.881,5.447,1.669,111.232,256.202,900.594,6.109,N,3855.388,1.282,Low yeild
TRICH_862,26.407,6.348,-0.4,93.103,201.761,1720.981,5.698,Y,4287.487,4.348,High Yeild
TRICH_863,26.849,5.241,-1.341,100.239,232.703,556.158,5.515,Y,5007.691,-0.452,Medium Yeild
TRICH_864,25.151,5.747,3.514,81.673,212.637,1195.26,5.558,N,4092.725,-1.836,Low yeild
TRICH_865,27.598,5.236,23.918,91.349,206.03,51.613,4.711,Y,4106.087,1.172,Low yeild
TRICH_866,31.063,5.927,18.191,90.584,274.905,1987.107,4.332,Y,3936.212,2.459,Low yeild
TRICH_867,33.918,4.937,-7.701,83.691,243.685,674.291,5.679,Y,4643.07,1.655,Medium yeild
TRICH_868,24.009,5.066,23.935,90.538,240.524,1221.499,5.025,N,3384.286,1.072,Low yeild
TRICH_869,26.441,5.178,52.298,112.857,280.887,1446.044,5.163,Y,4097.368,0.349,Low yeild
TRICH_870,29.199,6.336,29.546,101.768,302.446,276.533,6.288,N,4365.684,1.357,Medium Yeild
TRICH_871,26.118,5.002,21.019,94.798,282.674,944.702,4.918,N,4758.569,2.401,Low yeild
TRICH_872,27.161,4.051,42.359,78.574,257.549,281.086,6.361,Y,3890.198,4.758,Low yeild
TRICH_873,25.841,5.632,20.259,65.613,288.422,17.725,5.042,Y,3974.382,2.396,Low yeild
TRICH_874,28.117,4.88,40.973,107.657,264.058,1837.607,4.711,Y,4346.634,6.764,Low yeild
TRICH_875,27.037,4.556,42.314,100.123,252.893,1312.687,4.815,N,4471.218,1.26,Medium yeild
TRICH_876,27.423,5.747,1.672,119.2,248.509,1207.627,6.281,N,5149.254,5.77,Low yeild
TRICH_877,26.798,4.969,34.302,81.657,231.596,1074.576,5.855,N,4066.606,3.523,Low yeild
TRICH_878,28.744,4.56,4.386,78.928,272.4,972.998,5.259,N,4477.779,2.168,High Yeild
TRICH_879,29.904,4.597,17.52,92.319,253.136,1633.885,5.32,Y,3842.417,2.882,Low yeild
TRICH_880,22.694,5.623,-19.703,92.132,235.805,1581.905,6.312,Y,4009.092,5.965,Medium yeild
TRICH_881,29.059,5.23,54.799,106.471,257.95,1089.052,6.053,Y,4633.228,3.049,Low yeild
TRICH_882,23.404,5.589,16.769,113.874,232.324,2266.282,6.393,N,3351.226,5.533,Medium Yeild
TRICH_883,28.006,5.049,7.973,93.827,243.202,1202.398,5.059,Y,4679.353,3.959,Medium Yeild
TRICH_884,23.738,5.549,18.177,63.335,250.852,967.634,5.341,N,3920.252,0.786,Medium Yeild
TRICH_885,28.199,3.99,8.633,90.223,228.448,1329.617,5.539,N,4779.963,6.094,Low yeild
TRICH_886,24.137,6.264,7.04,89.207,282.033,72.227,5.737,Y,2899.993,1.021,Low yeild
TRICH_887,26.378,5.434,-14.361,89.587,277.132,949.4,7.096,Y,4037.742,2.032,Medium yeild
TRICH_888,33.962,6.374,-10.91,51.145,251.482,1685.824,6.775,N,4615.096,-0.365,Medium Yeild
TRICH_889,30.088,4.868,8.736,86.234,218.485,1985.229,5.396,Y,3776.934,-1.755,Low yeild
TRICH_890,29.207,4.853,29.916,85.465,225.489,1148.188,7.225,N,5227.245,4.555,Medium Yeild
TRICH_891,21.955,4.272,-32.681,74.357,255.642,-51.777,5.934,N,4994.31,6.437,Medium Yeild
TRICH_892,26.953,6.3,13.513,102.387,262.664,1171.406,5.662,N,3803.911,5.487,Medium Yeild
TRICH_893,25.109,4.726,39.355,94.751,268.83,-194.588,5.911,Y,4195.117,5.071,High Yeild
TRICH_894,26.709,4.72,11.215,98.173,249.184,1427.758,4.836,N,3368.73,1.313,High Yeild
TRICH_895,28.399,5.31,11.675,102.379,257.957,1033.411,4.951,Y,4796.293,3.069,Medium Yeild
TRICH_896,26.579,3.871,42.093,39.489,219.255,1295.699,6.075,N,4238.517,2.533,Medium Yeild
TRICH_897,28.765,4.945,-13.833,92.098,273.296,1388.863,6.353,N,4044.998,0.308,Medium Yeild
TRICH_898,30.406,4.59,41.26,79.067,247.204,1793.734,7.31,Y,4371.206,0.935,Medium Yeild
TRICH_899,29.138,6.653,26.87,64.59,257.944,1941.421,6.275,N,4240.333,-0.331,Medium Yeild
TRICH_900,27.641,4.492,9.807,90.016,255.877,1277.039,4.855,Y,3459.543,0.135,Medium Yeild
TRICH_901,30.757,4.945,12.895,79.47,249.393,596.481,6.014,Y,3501.673,2.068,Medium yeild
TRICH_902,24.447,5.744,21.043,99.37,243.343,1479.782,5.441,N,4258.628,2.137,Medium Yeild
TRICH_903,32.237,5.007,46.212,92.733,211.625,1608.802,4.081,N,4549.642,3.146,Low yeild
TRICH_904,25.156,4.675,40.408,90.67,259.985,834.812,5.188,N,4223.951,3.221,Low yeild
TRICH_905,24.529,5.937,4.594,87.685,253.186,578.825,4.996,N,4675.754,3.882,Low yeild
TRICH_906,28.4,4.896,45.154,106.21,280.187,1842.317,5.844,Y,4552.751,-1.435,Low yeild
TRICH_907,31.028,6.278,56.103,110.936,228.511,781.303,6.33,Y,4000.617,0.342,Medium Yeild
TRICH_908,24.767,4.453,-16.019,91.367,271.066,584.253,4.39,N,4535.131,3.112,Medium yeild
TRICH_909,27.983,4.786,3.87,86.711,216.44,260.412,6.225,Y,3886.489,3.053,Medium Yeild
TRICH_910,27.296,4.294,-0.879,58.065,242.383,822.955,8.309,N,3850.326,1.074,Low yeild
TRICH_911,25.628,5.002,22.213,65.061,260.175,1547.389,4.704,N,3813.935,-1.274,Low yeild
TRICH_912,30.269,4.991,-8.239,61.861,263.711,730.247,5.936,Y,3836.414,5.937,High Yeild
TRICH_913,26.6,4.375,31.228,49.768,272.004,1545.068,5.062,N,3554.823,3.912,Low yeild
TRICH_914,26.829,7.063,39.921,67.216,233.922,1211.38,5.668,N,3932.249,3.007,Low yeild
TRICH_915,23.538,5.319,24.716,122.751,230.24,1333.572,6.964,Y,4332.36,2.28,Medium Yeild
TRICH_916,27.423,4.993,7.669,89.056,289.05,1173.263,4.408,Y,4788.259,2.059,Low yeild
TRICH_917,26.913,5.407,-0.335,68.963,245.238,488.997,5.813,Y,4078.774,0.968,Medium Yeild
TRICH_918,25.992,4.354,49.747,115.411,236.418,1543.105,4.858,N,4217.495,3.179,Medium Yeild
TRICH_919,26.291,5.848,2.9,115.47,249.694,1001.316,4.796,N,4474.781,2.608,Low yeild
TRICH_920,31.862,5.519,26.768,62.979,277.736,706.833,5.875,N,4359.415,2.008,Medium Yeild
TRICH_921,26.882,5.753,36.79,53.02,243.123,1289.739,6.112,Y,3409.085,-1.439,Low yeild
TRICH_922,28.009,5.908,39.871,120.094,270.225,1281.102,5.578,N,4004.108,2.393,Low yeild
TRICH_923,25.386,6.154,6.995,114.037,269.313,1261.312,4.506,N,4512.121,3.008,Low yeild
TRICH_924,28.624,4.653,42.337,117.979,264.391,1797.043,5.644,N,3474.766,5.546,Low yeild
TRICH_925,30.03,5.563,8.024,80.276,251.768,1347.853,5.266,N,4611.3,2.874,Medium Yeild
TRICH_926,28.226,5.205,30.65,120.813,269.32,623.933,5.901,N,4134.137,2.958,Medium Yeild
TRICH_927,25.926,5.013,34.37,107.53,247.288,1025.72,4.578,Y,4589.309,4.397,Low yeild
TRICH_928,29.243,5.63,-1.36,83.076,261.308,835.26,6.882,N,3996.72,1.867,High Yeild
TRICH_929,26.807,5.101,18.37,93.92,274.871,1617.139,4.759,N,4067.54,4.012,Medium Yeild
TRICH_930,31.46,4.147,35.357,78.551,259.448,226.776,6.147,N,4760.617,1.045,Medium yeild
TRICH_931,29.557,5.441,18.152,123.072,285.876,2462.27,5.483,N,4493.213,1.873,Low yeild
TRICH_932,26.544,4.115,30.721,48.682,266.378,2794.559,5.131,N,4582.365,4.971,High Yeild
TRICH_933,31.057,5.043,-6.399,110.202,274.167,907.964,5.769,N,4576.274,-1.977,High Yeild
TRICH_934,25.172,4.308,25.538,106.92,283.012,969.711,4.703,N,4023.004,2.298,Medium Yeild
TRICH_935,25.087,5.454,12.025,117.89,255.517,303.51,8.2,N,3825.861,6.153,Low yeild
TRICH_936,26.002,4.602,7.872,85.759,289.95,1426.509,5.093,N,3770.22,2.493,Low yeild
TRICH_937,27.969,5.65,-10.683,130.153,250.653,674.66,5.194,N,4014.109,1.207,Low yeild
TRICH_938,27.195,4.441,34.941,70.489,227.952,268.594,4.85,Y,3448.065,1.574,High Yeild
TRICH_939,25.215,5.324,-13.856,91.076,245.042,2029.323,5.126,Y,4386.754,4.545,Low yeild
TRICH_940,25.005,5.435,12.265,64.595,264.929,1664.086,6.604,Y,5077.987,0.631,Low yeild
TRICH_941,26.644,4.512,53.868,89.593,229.67,275.992,5.32,Y,3773.088,0.897,High Yeild
TRICH_942,26.64,4.18,13.748,94.992,233.03,1515.857,5.388,Y,4687.603,3.639,Low yeild
TRICH_943,24.715,4.653,23.821,90.765,285.685,535.917,5.213,N,4329.848,6.43,High Yeild
TRICH_944,22.274,5.63,36.568,106.235,224.17,1988.402,4.446,N,3794.309,4.361,High Yeild
TRICH_945,28.81,4.125,-19.986,112.018,247.723,724.635,4.568,Y,5242.605,1.269,Low yeild
TRICH_946,26.406,5.775,10.808,69.392,216.811,1464.68,7.321,N,3868.969,4.769,Low yeild
TRICH_947,28.487,6.64,51.564,87.777,260.271,1495.514,6.139,N,4011.431,3.209,Low yeild
TRICH_948,29.612,5.134,39.628,75.07,243.813,419.018,4.407,N,4504.649,-0.843,High Yeild
TRICH_949,27.233,5.09,2.299,75.086,275.71,914.101,7.197,N,4138.302,5.325,High Yeild
TRICH_950,26.574,6.672,16.427,53.295,230.536,705.21,6.455,N,4654.742,-1.065,Medium Yeild
TRICH_951,25.569,5.521,41.557,99.862,215.173,893.208,7.916,Y,4674.636,1.958,Medium Yeild
TRICH_952,29.6,4.883,80.686,102.462,233.694,1135.329,7.003,N,4252.083,4.172,Medium Yeild
TRICH_953,26.762,5.876,50.655,127.757,235.331,1336.765,5.96,N,4286.279,0.662,Medium Yeild
TRICH_954,31.004,4.334,46.361,114.069,261.643,1829.37,7.014,Y,3755.381,5.349,High Yeild
TRICH_955,27.734,4.96,23.433,113.574,250.415,1142.064,5.541,N,4151.208,1.003,Medium Yeild
TRICH_956,26.662,6.437,46.179,121.086,225.599,729.316,4.76,N,3654.074,1.77,Medium Yeild
TRICH_957,25.373,4.773,44.548,100.32,211.508,1883.524,5.742,N,3433.197,3.084,Low yeild
TRICH_958,27.187,4.931,-32.469,100.804,213.111,1782.502,4.597,N,3359.17,6.511,Low yeild
TRICH_959,29.321,4.674,10.477,73.51,307.41,1170.515,5.362,N,4385.102,4.691,Low yeild
TRICH_960,31.458,4.419,11.686,107.792,282.577,582.211,3.954,N,3905.544,0.348,Medium Yeild
TRICH_961,28.329,6.224,24.894,110.94,277.628,1568.848,5.245,N,4129.377,-2.148,High Yeild
TRICH_962,25.988,6.408,28.892,64.169,224.032,2325.113,5.271,N,3744.23,2.847,Low yeild
TRICH_963,24.81,3.867,20.158,120.011,239.19,1047.068,5.043,Y,3786.525,3.53,Low yeild
TRICH_964,25.614,5.231,48.523,89.391,253.613,706.413,5.74,Y,4783.821,6.105,Medium Yeild
TRICH_965,23.88,5.791,19.982,74.683,240.812,2010.993,4.257,N,4635.735,4.169,Medium Yeild
TRICH_966,23.8,5.899,54.432,67.151,266.88,742.928,5.03,N,3348.494,2.224,Medium Yeild
TRICH_967,23.407,4.874,-2.823,80.82,285.688,221.395,4.555,N,4504.684,1.808,Low yeild
TRICH_968,26.835,4.139,18.829,99.714,257.864,1247.518,6.414,Y,2667.086,3.651,Low yeild
TRICH_969,26.187,4.202,-10.62,87.762,236.278,1907.091,4.933,N,4154.002,3.029,Low yeild
TRICH_970,21.6,4.969,-11.141,77.694,255.423,522.415,5.007,N,3735.104,1.878,Medium Yeild
TRICH_971,27.809,4.969,34.67,62.099,287.209,1714.114,5.382,N,3231.238,0.728,Medium Yeild
TRICH_972,26.394,5.57,7.633,116.779,256.396,944.913,6.882,Y,4226.488,-0.708,Low yeild
TRICH_973,27.735,5.069,28.701,98.333,268.768,1067.982,5.908,Y,3995.819,4.913,Low yeild
TRICH_974,24.855,5.129,-25.976,83.541,258.738,1582.304,4.65,N,4288.31,4.234,Low yeild
TRICH_975,29.219,5.119,-2.081,87.521,298.899,491.726,5.988,N,4043.137,-1.845,Low yeild
TRICH_976,23.259,3.827,45.289,74.189,225.071,186.598,5.776,N,4539.926,2.235,Low yeild
TRICH_977,29.477,5.386,-5.272,98.941,228.013,1405.12,5.54,Y,5035.105,-1.038,Medium Yeild
TRICH_978,26.787,4.649,15.207,59.887,275.624,704.691,5.642,N,3826.123,0.831,Low yeild
TRICH_979,33.121,5.673,32.455,118.83,262.476,1251.345,5.483,N,3815.528,0.336,Medium Yeild
TRICH_980,26.06,4.44,73.106,148.251,265.401,105.623,7.092,N,4855.593,2.151,Medium Yeild
TRICH_981,26.931,5.147,-16.689,63.903,238.206,1818.362,2.929,N,4481.704,1.445,Low yeild
TRICH_982,26.457,3.944,40.631,81.101,247.416,1563.518,5.445,N,3111.577,-1.042,Low yeild
TRICH_983,34.071,5.544,12.336,84.414,215.707,851.244,5.78,Y,4120.233,-2.568,Medium Yeild
TRICH_984,21.526,4.786,26.876,62.622,250.093,1073.339,5.749,N,4181.79,3.991,Medium Yeild
TRICH_985,27.663,6.353,40.099,73.577,258.236,637.323,5.733,N,3454.061,3.689,Low yeild
TRICH_986,25.798,5.238,14.903,112.844,253.006,1298.274,6.186,N,3679.219,5.221,Low yeild
TRICH_987,23.315,4.576,4.836,117.821,237.497,1594.056,4.201,Y,4422.971,-1.059,Low yeild
TRICH_988,29.887,5.42,0.309,79.515,271.652,566.849,6.008,N,3794.754,0.521,Low yeild
TRICH_989,25.268,5.434,33.829,56.382,248.838,611.846,7.986,N,4707.633,4.098,Low yeild
TRICH_990,25.872,4.775,48.031,100.588,246.976,1519.876,4.317,N,3714.091,0.04,Medium Yeild
TRICH_991,28.79,6.019,32.189,111.629,256.654,964.241,3.468,Y,4516.934,6.014,Low yeild
TRICH_992,26.083,5.528,46.214,79.084,281.135,1516.601,4.971,Y,3832.951,3.942,Medium Yeild
TRICH_993,29.513,5.174,-15.124,64.032,259.151,279.012,5.937,N,4118.083,2.041,High Yeild
TRICH_994,31.62,5.218,-7.362,78.126,221.457,1450.085,6.354,N,4808.125,3.943,Low yeild
TRICH_995,27.072,5.269,-8.004,92.017,261.478,1225.474,5.099,Y,3612.779,3.424,Low yeild
TRICH_996,26.046,5.368,15.094,99.542,274.873,1766.908,6.019,N,4427.538,3.064,Low yeild
TRICH_997,27.531,5.01,9.457,78.238,278.679,2347.377,4.731,N,4181.267,5.264,Low yeild
TRICH_998,25.392,4.838,-5.681,112.245,275.986,1023.041,5.574,Y,3978.739,-4.843,Medium Yeild
TRICH_999,24.612,4.974,0.696,79.743,240.534,2326.233,5.326,N,3294.996,3.89,Medium Yeild
TRICH_1000,30.84,4.754,25.542,94.666,262.245,2139.181,5.744,N,3929.697,1.903,Low yeild
